Formulation_ID,Amine,Tail,Lipid_name,Library_ID,Experiment_ID,Mix_type,Cargo_type,Experimenter_ID,Model_type,Target_or_delivered_gene,Experiment_weight,Goal,Batch_or_individual_or_barcoded,Value_name,screen_id,Comment,Amine_number,Full_SMILES,Amine_SMILES,Tail_length,Num_tails,Ketone,Isocyanide,Is_cyclic,Formulation,Random_id,4CR_Lipid_name,Aldehyde,Carboxylic_acid,Amine_name,Tail_name,Linker,MolWt,Tail_count,Num tails,Common_name,Ester,Disulfide,Total_radiance,Form_comment,molecular_weight,Route_of_administration_in_vitro,Batch_or_individual_or_barcoded_Barcoded,Batch_or_individual_or_barcoded_Individual,Cargo_type_mRNA,Cargo_type_pDNA,Cargo_type_siRNA,Model_type_A549,Model_type_BDMC,Model_type_BMDM,Model_type_HBEC_ALI,Model_type_HEK293T,Model_type_HeLa,Model_type_IGROV1,Model_type_Mouse,Model_type_RAW264p7
,Zhou_dendrimer_3A4,Zhou_dendrimer_SN8,Zhou_dendrimer_3A4-SN8,Zhou_dendrimer,Zhou_dendrimer,Hand,siRNA,zhou,HeLa,FFL,1.0,max,Individual,FFL silencing,Zhou_dendrimer,"""The mol ratio of dendrimer to siLuc was 100:1 during this screening phase."" Used 13300Da for siRNA",,,,,,,,,Zhou_dendrimer,,,,,,,,1238.857,,3.0,,,,,,,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
,Zhou_dendrimer_4A2,Zhou_dendrimer_SN8,Zhou_dendrimer_4A2-SN8,Zhou_dendrimer,Zhou_dendrimer,Hand,siRNA,zhou,HeLa,FFL,1.0,max,Individual,FFL silencing,Zhou_dendrimer,"""The mol ratio of dendrimer to siLuc was 100:1 during this screening phase."" Used 13300Da for siRNA",,,,,,,,,Zhou_dendrimer,,,,,,,,1630.434,,4.0,,,,,,,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
,Zhou_dendrimer_6A2,Zhou_dendrimer_SN8,Zhou_dendrimer_6A2-SN8,Zhou_dendrimer,Zhou_dendrimer,Hand,siRNA,zhou,HeLa,FFL,1.0,max,Individual,FFL silencing,Zhou_dendrimer,"""The mol ratio of dendrimer to siLuc was 100:1 during this screening phase."" Used 13300Da for siRNA",,,,,,,,,Zhou_dendrimer,,,,,,,,2429.673,,6.0,,,,,,,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
,Zhou_dendrimer_2H1,Zhou_dendrimer_SN8,Zhou_dendrimer_2H1-SN8,Zhou_dendrimer,Zhou_dendrimer,Hand,siRNA,zhou,HeLa,FFL,1.0,max,Individual,FFL silencing,Zhou_dendrimer,"""The mol ratio of dendrimer to siLuc was 100:1 during this screening phase."" Used 13300Da for siRNA",,,,,,,,,Zhou_dendrimer,,,,,,,,876.365,,2.0,,,,,,,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
,Zhou_dendrimer_2A4,Zhou_dendrimer_SN9,Zhou_dendrimer_2A4-SN9,Zhou_dendrimer,Zhou_dendrimer,Hand,siRNA,zhou,HeLa,FFL,1.0,max,Individual,FFL silencing,Zhou_dendrimer,"""The mol ratio of dendrimer to siLuc was 100:1 during this screening phase."" Used 13300Da for siRNA",,,,,,,,,Zhou_dendrimer,,,,,,,,955.251,,2.0,,,,,,,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
,Zhou_dendrimer_2A5,Zhou_dendrimer_SN9,Zhou_dendrimer_2A5-SN9,Zhou_dendrimer,Zhou_dendrimer,Hand,siRNA,zhou,HeLa,FFL,1.0,max,Individual,FFL silencing,Zhou_dendrimer,"""The mol ratio of dendrimer to siLuc was 100:1 during this screening phase."" Used 13300Da for siRNA",,,,,,,,,Zhou_dendrimer,,,,,,,,947.272,,2.0,,,,,,,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
,Zhou_dendrimer_2A6,Zhou_dendrimer_SN9,Zhou_dendrimer_2A6-SN9,Zhou_dendrimer,Zhou_dendrimer,Hand,siRNA,zhou,HeLa,FFL,1.0,max,Individual,FFL silencing,Zhou_dendrimer,"""The mol ratio of dendrimer to siLuc was 100:1 during this screening phase."" Used 13300Da for siRNA",,,,,,,,,Zhou_dendrimer,,,,,,,,961.299,,2.0,,,,,,,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
,Zhou_dendrimer_3A4,Zhou_dendrimer_SN9,Zhou_dendrimer_3A4-SN9,Zhou_dendrimer,Zhou_dendrimer,Hand,siRNA,zhou,HeLa,FFL,1.0,max,Individual,FFL silencing,Zhou_dendrimer,"""The mol ratio of dendrimer to siLuc was 100:1 during this screening phase."" Used 13300Da for siRNA",,,,,,,,,Zhou_dendrimer,,,,,,,,1367.8,,3.0,,,,,,,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
,Zhou_dendrimer_2H1,Zhou_dendrimer_SN9,Zhou_dendrimer_2H1-SN9,Zhou_dendrimer,Zhou_dendrimer,Hand,siRNA,zhou,HeLa,FFL,1.0,max,Individual,FFL silencing,Zhou_dendrimer,"""The mol ratio of dendrimer to siLuc was 100:1 during this screening phase."" Used 13300Da for siRNA",,,,,,,,,Zhou_dendrimer,,,,,,,,962.327,,2.0,,,,,,,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
,Zhou_dendrimer_1A2,Zhou_dendrimer_SN10,Zhou_dendrimer_1A2-SN10,Zhou_dendrimer,Zhou_dendrimer,Hand,siRNA,zhou,HeLa,FFL,1.0,max,Individual,FFL silencing,Zhou_dendrimer,"""The mol ratio of dendrimer to siLuc was 100:1 during this screening phase."" Used 13300Da for siRNA",,,,,,,,,Zhou_dendrimer,,,,,,,,559.818,,1.0,,,,,,,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
,Zhou_dendrimer_2A4,Zhou_dendrimer_SN10,Zhou_dendrimer_2A4-SN10,Zhou_dendrimer,Zhou_dendrimer,Hand,siRNA,zhou,HeLa,FFL,1.0,max,Individual,FFL silencing,Zhou_dendrimer,"""The mol ratio of dendrimer to siLuc was 100:1 during this screening phase."" Used 13300Da for siRNA",,,,,,,,,Zhou_dendrimer,,,,,,,,927.285,,2.0,,,,,,,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
,Zhou_dendrimer_2A5,Zhou_dendrimer_SN10,Zhou_dendrimer_2A5-SN10,Zhou_dendrimer,Zhou_dendrimer,Hand,siRNA,zhou,HeLa,FFL,1.0,max,Individual,FFL silencing,Zhou_dendrimer,"""The mol ratio of dendrimer to siLuc was 100:1 during this screening phase."" Used 13300Da for siRNA",,,,,,,,,Zhou_dendrimer,,,,,,,,919.306,,2.0,,,,,,,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
,Zhou_dendrimer_2A6,Zhou_dendrimer_SN10,Zhou_dendrimer_2A6-SN10,Zhou_dendrimer,Zhou_dendrimer,Hand,siRNA,zhou,HeLa,FFL,1.0,max,Individual,FFL silencing,Zhou_dendrimer,"""The mol ratio of dendrimer to siLuc was 100:1 during this screening phase."" Used 13300Da for siRNA",,,,,,,,,Zhou_dendrimer,,,,,,,,933.333,,2.0,,,,,,,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
,Zhou_dendrimer_3A4,Zhou_dendrimer_SN10,Zhou_dendrimer_3A4-SN10,Zhou_dendrimer,Zhou_dendrimer,Hand,siRNA,zhou,HeLa,FFL,1.0,max,Individual,FFL silencing,Zhou_dendrimer,"""The mol ratio of dendrimer to siLuc was 100:1 during this screening phase."" Used 13300Da for siRNA",,,,,,,,,Zhou_dendrimer,,,,,,,,1325.851,,3.0,,,,,,,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
,Zhou_dendrimer_2H1,Zhou_dendrimer_SN10,Zhou_dendrimer_2H1-SN10,Zhou_dendrimer,Zhou_dendrimer,Hand,siRNA,zhou,HeLa,FFL,1.0,max,Individual,FFL silencing,Zhou_dendrimer,"""The mol ratio of dendrimer to siLuc was 100:1 during this screening phase."" Used 13300Da for siRNA",,,,,,,,,Zhou_dendrimer,,,,,,,,934.361,,2.0,,,,,,,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
,Zhou_dendrimer_1A2,Zhou_dendrimer_SN11,Zhou_dendrimer_1A2-SN11,Zhou_dendrimer,Zhou_dendrimer,Hand,siRNA,zhou,HeLa,FFL,1.0,max,Individual,FFL silencing,Zhou_dendrimer,"""The mol ratio of dendrimer to siLuc was 100:1 during this screening phase."" Used 13300Da for siRNA",,,,,,,,,Zhou_dendrimer,,,,,,,,585.856,,1.0,,,,,,,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
,Zhou_dendrimer_2A4,Zhou_dendrimer_SN11,Zhou_dendrimer_2A4-SN11,Zhou_dendrimer,Zhou_dendrimer,Hand,siRNA,zhou,HeLa,FFL,1.0,max,Individual,FFL silencing,Zhou_dendrimer,"""The mol ratio of dendrimer to siLuc was 100:1 during this screening phase."" Used 13300Da for siRNA",,,,,,,,,Zhou_dendrimer,,,,,,,,979.361,,2.0,,,,,,,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
,Zhou_dendrimer_2A5,Zhou_dendrimer_SN11,Zhou_dendrimer_2A5-SN11,Zhou_dendrimer,Zhou_dendrimer,Hand,siRNA,zhou,HeLa,FFL,1.0,max,Individual,FFL silencing,Zhou_dendrimer,"""The mol ratio of dendrimer to siLuc was 100:1 during this screening phase."" Used 13300Da for siRNA",,,,,,,,,Zhou_dendrimer,,,,,,,,971.382,,2.0,,,,,,,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
,Zhou_dendrimer_2A6,Zhou_dendrimer_SN11,Zhou_dendrimer_2A6-SN11,Zhou_dendrimer,Zhou_dendrimer,Hand,siRNA,zhou,HeLa,FFL,1.0,max,Individual,FFL silencing,Zhou_dendrimer,"""The mol ratio of dendrimer to siLuc was 100:1 during this screening phase."" Used 13300Da for siRNA",,,,,,,,,Zhou_dendrimer,,,,,,,,985.409,,2.0,,,,,,,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
,Zhou_dendrimer_3A4,Zhou_dendrimer_SN11,Zhou_dendrimer_3A4-SN11,Zhou_dendrimer,Zhou_dendrimer,Hand,siRNA,zhou,HeLa,FFL,1.0,max,Individual,FFL silencing,Zhou_dendrimer,"""The mol ratio of dendrimer to siLuc was 100:1 during this screening phase."" Used 13300Da for siRNA",,,,,,,,,Zhou_dendrimer,,,,,,,,1403.965,,3.0,,,,,,,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
,Zhou_dendrimer_2H1,Zhou_dendrimer_SN11,Zhou_dendrimer_2H1-SN11,Zhou_dendrimer,Zhou_dendrimer,Hand,siRNA,zhou,HeLa,FFL,1.0,max,Individual,FFL silencing,Zhou_dendrimer,"""The mol ratio of dendrimer to siLuc was 100:1 during this screening phase."" Used 13300Da for siRNA",,,,,,,,,Zhou_dendrimer,,,,,,,,986.437,,2.0,,,,,,,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
,Zhou_dendrimer_2A6,Zhou_dendrimer_SC14,Zhou_dendrimer_2A6-SC14,Zhou_dendrimer,Zhou_dendrimer,Hand,siRNA,zhou,Mouse,FVII,3.0,max,Individual,FVII silencing,Zhou_dendrimer,"dendrimer, DSPC, cholesterol, and lipid PEG2000 (molar ratio of 50:38:10:2) were rapidly combined with acidic solutions of small RNA to give the final weight ratio of 25:1 (dendrimer:small RNA).",,,,,,,,,Zhou_dendrimer,,,,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
,Zhou_dendrimer_5A4,Zhou_dendrimer_SC12,Zhou_dendrimer_5A4-SC12,Zhou_dendrimer,Zhou_dendrimer,Hand,siRNA,zhou,Mouse,FVII,3.0,max,Individual,FVII silencing,Zhou_dendrimer,"dendrimer, DSPC, cholesterol, and lipid PEG2000 (molar ratio of 50:38:10:2) were rapidly combined with acidic solutions of small RNA to give the final weight ratio of 25:1 (dendrimer:small RNA).",,,,,,,,,Zhou_dendrimer,,,,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
,Zhou_dendrimer_6A2,Zhou_dendrimer_SC8,Zhou_dendrimer_6A2-SC8,Zhou_dendrimer,Zhou_dendrimer,Hand,siRNA,zhou,Mouse,FVII,3.0,max,Individual,FVII silencing,Zhou_dendrimer,"dendrimer, DSPC, cholesterol, and lipid PEG2000 (molar ratio of 50:38:10:2) were rapidly combined with acidic solutions of small RNA to give the final weight ratio of 25:1 (dendrimer:small RNA).",,,,,,,,,Zhou_dendrimer,,,,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
,,,,Chinese_Academy_of_Sciences,Chinese_Academy_of_Sciences,Microfluidic,mRNA,ccchina,Mouse,FFL,,max,Individual,luminescence,Chinese_Academy_of_Sciences,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
,,,,Chinese_Academy_of_Sciences,Chinese_Academy_of_Sciences,Microfluidic,mRNA,ccchina,Mouse,FFL,,max,Individual,luminescence,Chinese_Academy_of_Sciences,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
,,,,Chinese_Academy_of_Sciences,Chinese_Academy_of_Sciences,Microfluidic,mRNA,ccchina,Mouse,FFL,,max,Individual,luminescence,Chinese_Academy_of_Sciences,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
,,,,Chinese_Academy_of_Sciences,Chinese_Academy_of_Sciences,Microfluidic,mRNA,ccchina,Mouse,FFL,,max,Individual,luminescence,Chinese_Academy_of_Sciences,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
,,,,Chinese_Academy_of_Sciences,Chinese_Academy_of_Sciences,Microfluidic,mRNA,ccchina,Mouse,FFL,,max,Individual,luminescence,Chinese_Academy_of_Sciences,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
,,,,Chinese_Academy_of_Sciences,Chinese_Academy_of_Sciences,Microfluidic,mRNA,ccchina,Mouse,FFL,,max,Individual,luminescence,Chinese_Academy_of_Sciences,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
,,,,Chinese_Academy_of_Sciences,Chinese_Academy_of_Sciences,Microfluidic,mRNA,ccchina,Mouse,FFL,,max,Individual,luminescence,Chinese_Academy_of_Sciences,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
,,,,Chinese_Academy_of_Sciences,Chinese_Academy_of_Sciences,Microfluidic,mRNA,ccchina,Mouse,FFL,,max,Individual,luminescence,Chinese_Academy_of_Sciences,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
,,,,Chinese_Academy_of_Sciences,Chinese_Academy_of_Sciences,Microfluidic,mRNA,ccchina,Mouse,FFL,,max,Individual,luminescence,Chinese_Academy_of_Sciences,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
,,,,Chinese_Academy_of_Sciences,Chinese_Academy_of_Sciences,Microfluidic,mRNA,ccchina,Mouse,FFL,,max,Individual,luminescence,Chinese_Academy_of_Sciences,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
,,,,Chinese_Academy_of_Sciences,Chinese_Academy_of_Sciences,Microfluidic,mRNA,ccchina,Mouse,FFL,,max,Individual,luminescence,Chinese_Academy_of_Sciences,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
,,,,Chinese_Academy_of_Sciences,Chinese_Academy_of_Sciences,Microfluidic,mRNA,ccchina,Mouse,FFL,,max,Individual,luminescence,Chinese_Academy_of_Sciences,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
,,,,Chinese_Academy_of_Sciences,Chinese_Academy_of_Sciences,Microfluidic,mRNA,ccchina,Mouse,FFL,,max,Individual,luminescence,Chinese_Academy_of_Sciences,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
,,,,Chinese_Academy_of_Sciences,Chinese_Academy_of_Sciences,Microfluidic,mRNA,ccchina,Mouse,FFL,,max,Individual,luminescence,Chinese_Academy_of_Sciences,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
,,,,Chinese_Academy_of_Sciences,Chinese_Academy_of_Sciences,Microfluidic,mRNA,ccchina,Mouse,FFL,,max,Individual,luminescence,Chinese_Academy_of_Sciences,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
,,,,Chinese_Academy_of_Sciences,Chinese_Academy_of_Sciences,Microfluidic,mRNA,ccchina,Mouse,FFL,,max,Individual,luminescence,Chinese_Academy_of_Sciences,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
,,,,Chinese_Academy_of_Sciences,Chinese_Academy_of_Sciences,Microfluidic,mRNA,ccchina,Mouse,FFL,,max,Individual,luminescence,Chinese_Academy_of_Sciences,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
,,,,Chinese_Academy_of_Sciences,Chinese_Academy_of_Sciences,Microfluidic,mRNA,ccchina,Mouse,FFL,,max,Individual,luminescence,Chinese_Academy_of_Sciences,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
,,,,Chinese_Academy_of_Sciences,Chinese_Academy_of_Sciences,Microfluidic,mRNA,ccchina,Mouse,FFL,,max,Individual,luminescence,Chinese_Academy_of_Sciences,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
,,,,Chinese_Academy_of_Sciences,Chinese_Academy_of_Sciences,Microfluidic,mRNA,ccchina,Mouse,FFL,,max,Individual,luminescence,Chinese_Academy_of_Sciences,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
,,,,Chinese_Academy_of_Sciences,Chinese_Academy_of_Sciences,Microfluidic,mRNA,ccchina,Mouse,FFL,,max,Individual,luminescence,Chinese_Academy_of_Sciences,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
,,,,Chinese_Academy_of_Sciences,Chinese_Academy_of_Sciences,Microfluidic,mRNA,ccchina,Mouse,FFL,,max,Individual,luminescence,Chinese_Academy_of_Sciences,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
,,,,Chinese_Academy_of_Sciences,Chinese_Academy_of_Sciences,Microfluidic,mRNA,ccchina,Mouse,FFL,,max,Individual,luminescence,Chinese_Academy_of_Sciences,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
,,,,Chinese_Academy_of_Sciences,Chinese_Academy_of_Sciences,Microfluidic,mRNA,ccchina,Mouse,FFL,,max,Individual,luminescence,Chinese_Academy_of_Sciences,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
,,,,Chinese_Academy_of_Sciences,Chinese_Academy_of_Sciences,Microfluidic,mRNA,ccchina,Mouse,FFL,,max,Individual,luminescence,Chinese_Academy_of_Sciences,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
,,,,Chinese_Academy_of_Sciences,Chinese_Academy_of_Sciences,Microfluidic,mRNA,ccchina,Mouse,FFL,,max,Individual,luminescence,Chinese_Academy_of_Sciences,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
,,,,Chinese_Academy_of_Sciences,Chinese_Academy_of_Sciences,Microfluidic,mRNA,ccchina,Mouse,FFL,,max,Individual,luminescence,Chinese_Academy_of_Sciences,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
,,,,Chinese_Academy_of_Sciences,Chinese_Academy_of_Sciences,Microfluidic,mRNA,ccchina,Mouse,FFL,,max,Individual,luminescence,Chinese_Academy_of_Sciences,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
,,,,Chinese_Academy_of_Sciences,Chinese_Academy_of_Sciences,Microfluidic,mRNA,ccchina,Mouse,FFL,,max,Individual,luminescence,Chinese_Academy_of_Sciences,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
,,,,Chinese_Academy_of_Sciences,Chinese_Academy_of_Sciences,Microfluidic,mRNA,ccchina,Mouse,FFL,,max,Individual,luminescence,Chinese_Academy_of_Sciences,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
,,,,Chinese_Academy_of_Sciences,Chinese_Academy_of_Sciences,Microfluidic,mRNA,ccchina,Mouse,FFL,,max,Individual,luminescence,Chinese_Academy_of_Sciences,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
,,,,Chinese_Academy_of_Sciences,Chinese_Academy_of_Sciences,Microfluidic,mRNA,ccchina,Mouse,FFL,,max,Individual,luminescence,Chinese_Academy_of_Sciences,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
,,,,Chinese_Academy_of_Sciences,Chinese_Academy_of_Sciences,Microfluidic,mRNA,ccchina,Mouse,FFL,,max,Individual,luminescence,Chinese_Academy_of_Sciences,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
,,,,Chinese_Academy_of_Sciences,Chinese_Academy_of_Sciences,Microfluidic,mRNA,ccchina,Mouse,FFL,,max,Individual,luminescence,Chinese_Academy_of_Sciences,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
,,,,Chinese_Academy_of_Sciences,Chinese_Academy_of_Sciences,Microfluidic,mRNA,ccchina,Mouse,FFL,,max,Individual,luminescence,Chinese_Academy_of_Sciences,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
,,,,Chinese_Academy_of_Sciences,Chinese_Academy_of_Sciences,Microfluidic,mRNA,ccchina,Mouse,FFL,,max,Individual,luminescence,Chinese_Academy_of_Sciences,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
,,,,Chinese_Academy_of_Sciences,Chinese_Academy_of_Sciences,Microfluidic,mRNA,ccchina,Mouse,FFL,,max,Individual,luminescence,Chinese_Academy_of_Sciences,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
,,,,Chinese_Academy_of_Sciences,Chinese_Academy_of_Sciences,Microfluidic,mRNA,ccchina,Mouse,FFL,,max,Individual,luminescence,Chinese_Academy_of_Sciences,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
,,,,Chinese_Academy_of_Sciences,Chinese_Academy_of_Sciences,Microfluidic,mRNA,ccchina,Mouse,FFL,,max,Individual,luminescence,Chinese_Academy_of_Sciences,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
